"","X35078","X35079","X35080","X35081","X35082","X35083","X35084","X35085","X35086","X35087","X35088","X35089","X35092","X35093","X35094","X35096","X35097","X35098","X35099","X35106","X35108","X35110","X35112","X35117","X35122","X35127","X35132","X35136","X35140","X35144","X35148","X35152","X35157","X35162","X35167","X35171","X35176","X35181","X35186","X35191","X35196","X35201","X35205","X35211","X35215","X35222","X35225","X35229","X35233","X35237","X35253","X35257","X35261","X35268","X35272","X35276","X35280","X35284","X35288","X35291","X35294","X35297","X35302","X35305","X35306","X35307","X35308","X35310","X35448","X35454","X35460","X35578","X35586","X35590","X35595","X35596","X35600","X35683","X35689","X35695","X35962","X36009","X36013","X36019","X36121","X36128","X36136","X36151","X36158","X36165","X10","X11","X12","X19","X24","X29","X33","X40","X45","X50"
"X2019M01"," 2.770000e+01"," 2.900000e+01"," 2.640000e+01"," 3.160000e+01"," 4.850000e+01"," 2.700000e+01"," 9.000000e+00"," 9.000000e+00"," 7.000000e+00"," 1.190000e+01"," 9.000000e+00"," 3.400000e+00"," 1.210000e+01"," 5.800000e+00"," 5.100000e+00"," 1.080000e+01"," 9.400000e+00"," 1.480000e+01"," 3.000000e-01"," 1.030629e+02"," 9.714626e+01"," 1.148800e+00"," 1.263298e+00"," 1.009529e+00","-9.368001e+00"," 1.678387e+00"," 0.000000e+00"," 0.000000e+00","-1.237501e+00"," 3.788340e+00"," 1.109795e+01","-3.428012e-01"," 1.967442e+00","-3.587705e-01"," 1.932951e+00","-1.339829e+00","-5.326877e-01","-5.011024e-02","-6.371779e-01"," 1.191964e+00"," 7.694527e-02"," 6.845408e+00"," 3.480951e-01","-6.706479e-02","-6.587484e-01","-7.674597e-02"," 1.300000e+00"," 1.000000e+00","-9.400000e+00"," 3.500000e+00","-3.000000e-01"," 2.000000e+00","-3.000000e-01","-1.300000e+00","-5.000000e-01","-1.000000e-01","-2.300000e+00"," 1.000000e-01"," 6.800000e+00","-1.400000e+00","-8.000000e-01","-2.000000e-01","-8.400000e+00","-1.090000e+01"," 7.030000e+01","-3.080000e-01"," 3.320000e-01","-2.085786e-01"," 7.900000e+01"," 1.540000e+02"," 2.330000e+02"," 2.410000e+02"," 1.000652e+02"," 9.921437e+01"," 1.040097e+02"," 1.002208e+02"," 1.006948e+02"," 7.800000e+00"," 4.600000e+00"," 5.200000e+00"," 1.904762e+00"," 3.174603e+00"," 8.550000e+01"," 2.429907e+00"," 1.417275e+01"," 2.782931e-01"," 1.514716e+00"," 5.854762e+01"," 5.417924e+01"," 4.368373e+00"," 6.200000e+00"," 4.100000e+00"," 3.800000e+00"," 1.153210e+03"," 5.138000e+01"," 3.300000e-01"," 1.435971e+00"," 8.410000e+01"," 8.652772e+10"," 1.041733e+02"
"X2019M02"," 2.690000e+01"," 2.790000e+01"," 2.410000e+01"," 3.160000e+01"," 5.070000e+01"," 1.660000e+01"," 1.650000e+01"," 8.900000e+00"," 8.700000e+00"," 1.360000e+01"," 6.400000e+00"," 3.700000e+00"," 1.100000e+01"," 2.000000e+00"," 4.300000e+00"," 8.700000e+00"," 9.300000e+00"," 1.120000e+01","-3.000000e-01"," 1.028925e+02"," 9.777263e+01"," 1.141600e+00"," 1.059938e+00"," 5.977956e-01"," 5.264854e+00"," 3.688676e-02"," 0.000000e+00"," 0.000000e+00"," 1.032478e+00"," 0.000000e+00"," 1.722300e-01"," 1.149877e+00"," 2.252693e-01"," 2.063060e+00"," 2.350617e+00","-1.012346e+00"," 1.674781e+00"," 0.000000e+00"," 1.282528e+00"," 3.609765e-01"," 8.841903e-01"," 1.138993e+00"," 1.320100e+00"," 5.529390e-02"," 8.359952e-01"," 6.912442e-01"," 1.100000e+00"," 6.000000e-01"," 5.300000e+00"," 1.000000e-01"," 1.100000e+00"," 2.000000e-01"," 2.000000e+00","-1.000000e+00"," 1.700000e+00"," 0.000000e+00"," 2.000000e+00"," 4.000000e-01"," 1.100000e+00"," 1.400000e+00"," 1.200000e+00"," 1.300000e+00","-7.400000e+00","-7.400000e+00"," 3.990000e+01","-3.084000e-01"," 2.360000e-01"," 8.592122e-01"," 7.800000e+01"," 1.470000e+02"," 2.250000e+02"," 2.410000e+02"," 9.986307e+01"," 9.905390e+01"," 1.109464e+02"," 1.001467e+02"," 1.007084e+02"," 7.900000e+00"," 4.200000e+00"," 4.900000e+00"," 2.803738e-01","-1.057692e+00"," 5.880000e+01","-3.649635e-01"," 1.417275e+01"," 9.250694e-01"," 6.669362e+00"," 5.671776e+01"," 4.985812e+01"," 6.859638e+00"," 6.600000e+00"," 4.500000e+00"," 4.300000e+00"," 1.158470e+03"," 5.495000e+01"," 2.400000e-01"," 1.036708e+00"," 8.420000e+01"," 8.691501e+10"," 1.034467e+02"
"X2019M03"," 3.240000e+01"," 2.680000e+01"," 2.210000e+01"," 3.150000e+01"," 4.750000e+01"," 1.970000e+01"," 1.690000e+01"," 1.000000e+01"," 1.140000e+01"," 1.220000e+01"," 6.700000e+00"," 3.700000e+00"," 9.100000e+00"," 3.300000e+00"," 4.600000e+00"," 9.600000e+00"," 7.400000e+00"," 9.700000e+00","-1.000000e+00"," 1.027258e+02"," 9.819902e+01"," 1.123500e+00","-3.434193e-01"," 4.456825e-01"," 4.674900e+00","-8.296460e-02"," 0.000000e+00"," 0.000000e+00"," 5.159242e-01"," 0.000000e+00","-6.386114e-01"," 5.343956e-01"," 2.931692e-02"," 1.001144e+00"," 2.344881e+00"," 0.000000e+00","-8.619038e-02"," 0.000000e+00"," 1.926959e-01"," 2.082347e-01"," 3.810613e-01"," 7.038536e-01"," 7.037565e-01"," 2.790794e-02"," 4.557019e-01"," 5.720824e-02","-3.000000e-01"," 4.000000e-01"," 4.700000e+00","-2.000000e-01"," 5.000000e-01"," 0.000000e+00"," 1.000000e+00"," 0.000000e+00","-1.000000e-01"," 0.000000e+00"," 8.000000e-01"," 2.000000e-01"," 7.000000e-01"," 7.000000e-01"," 2.000000e-01"," 5.000000e-01","-8.200000e+00","-6.700000e+00"," 3.200000e+01","-3.092000e-01"," 1.500000e-01"," 1.506632e-01"," 7.800000e+01"," 1.440000e+02"," 2.220000e+02"," 2.410000e+02"," 9.964294e+01"," 9.898130e+01"," 1.129330e+02"," 1.000792e+02"," 1.007141e+02"," 7.900000e+00"," 4.200000e+00"," 4.900000e+00"," 6.523765e-01"," 4.859086e-01"," 6.340000e+01","-3.663004e-01"," 1.417275e+01"," 2.749771e-01"," 1.790543e+00"," 6.328372e+01"," 5.504121e+01"," 8.242502e+00"," 7.400000e+00"," 5.100000e+00"," 4.700000e+00"," 1.153670e+03"," 5.815000e+01"," 1.500000e-01"," 6.374441e-01"," 8.430000e+01"," 8.730231e+10"," 1.027200e+02"
"X2019M04"," 2.520000e+01"," 2.800000e+01"," 2.440000e+01"," 3.160000e+01"," 4.680000e+01"," 1.500000e+01"," 1.150000e+01"," 6.200000e+00"," 1.170000e+01"," 8.000000e+00"," 7.900000e+00"," 3.800000e+00"," 7.800000e+00"," 1.900000e+00"," 4.200000e+00"," 9.000000e+00"," 6.800000e+00"," 7.900000e+00"," 2.000000e-01"," 1.027267e+02"," 9.872944e+01"," 1.121800e+00"," 3.818571e-01","-5.453873e-01","-3.412969e-01","-8.303349e-02"," 0.000000e+00"," 0.000000e+00","-3.257329e-01"," 0.000000e+00","-4.696770e-01"," 3.382623e-01"," 3.907776e-02"," 3.974323e+00"," 4.318310e+00","-2.968321e+00"," 1.246046e-01"," 0.000000e+00"," 3.251213e+00"," 5.100595e-01"," 6.738161e-01"," 1.712389e+00"," 1.416564e-01","-1.770443e-02"," 6.209201e-01"," 1.105394e+00"," 4.000000e-01","-6.000000e-01","-3.000000e-01","-2.000000e-01"," 3.000000e-01"," 0.000000e+00"," 3.900000e+00","-3.000000e+00"," 1.000000e-01"," 0.000000e+00"," 6.000000e+00"," 5.000000e-01"," 1.700000e+00"," 1.200000e+00"," 2.300000e+00"," 1.100000e+00","-7.000000e+00","-5.400000e+00"," 2.860000e+01","-3.105000e-01"," 1.950000e-01"," 2.116110e-01"," 7.400000e+01"," 1.430000e+02"," 2.170000e+02"," 2.410000e+02"," 9.942011e+01"," 9.898740e+01"," 1.176028e+02"," 1.000023e+02"," 1.007098e+02"," 6.700000e+00"," 4.100000e+00"," 4.600000e+00"," 1.296296e+00","-1.063830e+00"," 5.580000e+01"," 9.191176e-02"," 1.417275e+01"," 8.226691e-01"," 4.135063e+00"," 5.787225e+01"," 5.331000e+01"," 4.562257e+00"," 7.400000e+00"," 5.400000e+00"," 4.900000e+00"," 1.144200e+03"," 6.386000e+01"," 2.000000e-01"," 6.783653e-01"," 8.430000e+01"," 8.755661e+10"," 1.071400e+02"
"X2019M05"," 2.310000e+01"," 2.170000e+01"," 1.650000e+01"," 2.680000e+01"," 4.010000e+01"," 8.100000e+00"," 2.190000e+01"," 7.500000e+00"," 6.900000e+00"," 6.300000e+00"," 7.700000e+00"," 2.400000e+00"," 5.500000e+00"," 2.400000e+00"," 3.400000e+00"," 6.200000e+00"," 5.300000e+00"," 7.200000e+00"," 2.000000e-01"," 1.028729e+02"," 9.916189e+01"," 1.115100e+00"," 3.061793e-01"," 2.788363e-02"," 6.066536e-01","-4.616805e-02"," 0.000000e+00"," 0.000000e+00"," 3.367003e-01"," 0.000000e+00","-3.973839e-01","-6.357157e-01"," 1.660156e-01","-1.316506e+00"," 1.174982e+00"," 1.285347e-02","-8.902929e-01"," 3.008122e-02"," 4.257584e-01","-2.067475e-01","-1.319759e-01"," 3.349940e-01"," 1.320257e-01"," 1.824132e-02","-2.370963e-01","-5.089538e-01"," 3.000000e-01"," 0.000000e+00"," 6.000000e-01","-1.000000e-01","-7.000000e-01"," 2.000000e-01","-1.300000e+00"," 0.000000e+00","-9.000000e-01"," 0.000000e+00"," 0.000000e+00","-2.000000e-01"," 3.000000e-01","-5.000000e-01","-8.000000e-01","-3.000000e-01","-8.500000e+00","-6.100000e+00"," 2.940000e+01","-3.119000e-01"," 1.100000e-01"," 2.188665e-01"," 7.400000e+01"," 1.390000e+02"," 2.130000e+02"," 2.410000e+02"," 9.922233e+01"," 9.904859e+01"," 1.151396e+02"," 9.990976e+01"," 1.006964e+02"," 6.600000e+00"," 3.900000e+00"," 4.400000e+00"," 4.570384e-01"," 3.910068e-01"," 6.210000e+01","-3.673095e-01"," 1.417275e+01","-1.813237e-01","-2.094509e+00"," 6.004039e+01"," 5.354591e+01"," 6.494488e+00"," 7.200000e+00"," 5.300000e+00"," 4.900000e+00"," 1.162610e+03"," 6.083000e+01"," 1.100000e-01"," 7.192865e-01"," 8.430000e+01"," 8.781092e+10"," 1.115600e+02"
"X2019M06"," 2.340000e+01"," 2.490000e+01"," 1.840000e+01"," 3.140000e+01"," 3.340000e+01"," 9.200000e+00"," 1.380000e+01"," 4.700000e+00"," 4.700000e+00","-1.500000e+00"," 8.800000e+00"," 3.000000e-01"," 4.000000e+00"," 4.900000e+00"," 1.100000e+00"," 4.600000e+00"," 2.400000e+00"," 6.700000e+00","-6.000000e-01"," 1.030104e+02"," 9.821342e+01"," 1.138000e+00"," 7.214874e-01","-3.438023e-01","-3.510990e+00","-9.237875e-03"," 0.000000e+00"," 0.000000e+00","-1.904856e+00"," 0.000000e+00"," 1.496135e-01","-5.428461e-01"," 3.899776e-02","-7.084368e-01","-3.653743e+00"," 8.482200e-01"," 5.602241e-01"," 0.000000e+00"," 1.236531e-01"," 1.883417e-01","-9.439305e-02","-1.643695e+00","-6.686758e-01","-1.035296e-01","-6.761374e-02"," 3.410383e-01"," 7.000000e-01","-4.000000e-01","-3.500000e+00"," 0.000000e+00","-5.000000e-01"," 0.000000e+00","-7.000000e-01"," 9.000000e-01"," 6.000000e-01"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01","-1.700000e+00","-1.000000e-01"," 5.000000e-01","-1.000000e-01","-5.700000e+00","-5.000000e+00"," 3.000000e+01","-3.289000e-01","-9.200000e-02"," 3.576242e-01"," 8.000000e+01"," 1.300000e+02"," 2.100000e+02"," 2.410000e+02"," 9.909524e+01"," 9.914726e+01"," 1.152798e+02"," 9.981547e+01"," 1.006756e+02"," 7.600000e+00"," 3.700000e+00"," 4.400000e+00","-9.099181e-01","-1.071081e+00"," 5.700000e+01","-1.105991e+00"," 1.417275e+01"," 0.000000e+00"," 1.217597e-01"," 5.725171e+01"," 5.119239e+01"," 6.059323e+00"," 7.200000e+00"," 5.000000e+00"," 4.600000e+00"," 1.237270e+03"," 5.466000e+01","-9.000000e-02"," 7.602077e-01"," 8.430000e+01"," 8.806522e+10"," 1.159800e+02"
"X2019M07"," 1.830000e+01"," 1.870000e+01"," 1.720000e+01"," 2.020000e+01"," 3.430000e+01"," 9.800000e+00"," 1.550000e+01"," 5.400000e+00"," 8.400000e+00"," 3.300000e+00"," 8.900000e+00"," 9.000000e-01"," 3.700000e+00"," 1.500000e+00","-1.000000e-01"," 4.200000e+00"," 3.300000e+00"," 6.600000e+00","-7.000000e-01"," 1.031792e+02"," 9.891828e+01"," 1.115100e+00"," 5.785655e-01"," 2.797203e-01","-7.317811e+00"," 1.690687e+00"," 2.537550e+00"," 2.443134e+00"," 1.851293e+00"," 1.957139e-02","-1.991867e+00"," 6.530214e-01"," 1.851671e-01"," 1.769830e+00"," 5.563282e-01"," 1.095960e+00"," 3.409855e+00"," 0.000000e+00"," 3.934368e+00"," 3.759752e-01"," 1.001512e+00","-8.181739e-01","-6.352517e-01"," 2.500932e+00"," 1.227918e+00"," 2.539653e+00"," 6.000000e-01"," 3.000000e-01","-7.300000e+00"," 9.000000e-01"," 7.000000e-01"," 2.000000e-01"," 1.700000e+00"," 1.100000e+00"," 3.400000e+00"," 0.000000e+00"," 4.500000e+00"," 4.000000e-01","-8.000000e-01"," 1.300000e+00"," 2.900000e+00"," 9.000000e-01","-5.500000e+00","-1.600000e+00"," 3.360000e+01","-3.649000e-01","-2.060000e-01"," 2.009667e-01"," 8.400000e+01"," 1.250000e+02"," 2.080000e+02"," 2.410000e+02"," 9.906313e+01"," 9.924750e+01"," 1.188407e+02"," 9.973924e+01"," 1.006500e+02"," 7.200000e+00"," 3.500000e+00"," 4.200000e+00","-3.673095e-01"," 9.842520e-02"," 5.460000e+01"," 1.863933e-01"," 1.417275e+01","-9.082652e-02"," 3.088935e+00"," 5.814666e+01"," 5.330804e+01"," 4.838620e+00"," 7.700000e+00"," 5.500000e+00"," 5.200000e+00"," 1.282150e+03"," 5.735000e+01","-2.100000e-01"," 7.601141e-01"," 8.420000e+01"," 8.831510e+10"," 1.109333e+02"
"X2019M08"," 1.180000e+01"," 1.520000e+01"," 1.330000e+01"," 1.710000e+01"," 3.080000e+01"," 8.100000e+00"," 1.160000e+01"," 3.400000e+00"," 2.700000e+00"," 1.600000e+00"," 9.400000e+00"," 1.500000e+00"," 3.600000e+00"," 1.700000e+00","-1.500000e+00"," 7.700000e+00"," 1.000000e+00"," 5.000000e+00","-1.000000e+00"," 1.043679e+02"," 9.971482e+01"," 1.103600e+00"," 5.569759e-01"," 1.766620e-01"," 5.231104e+00","-8.176615e-02"," 0.000000e+00"," 0.000000e+00","-5.136817e-01"," 0.000000e+00","-5.334914e-01"," 1.549337e-01","-1.361868e-01"," 4.370391e-01","-1.346243e+00","-3.277449e-01","-2.879435e-01"," 0.000000e+00"," 1.502292e+00","-5.618504e-02"," 4.396632e-01","-9.039052e-01"," 5.534351e-01","-2.723834e-02"," 5.426734e-01"," 3.130467e-01"," 6.000000e-01"," 2.000000e-01"," 5.200000e+00","-2.000000e-01"," 2.000000e-01","-1.000000e-01"," 4.000000e-01","-4.000000e-01","-3.000000e-01"," 0.000000e+00"," 2.100000e+00"," 0.000000e+00","-9.000000e-01"," 8.000000e-01"," 7.000000e-01"," 6.000000e-01","-7.200000e+00","-1.070000e+01"," 3.330000e+01","-4.077000e-01","-4.990000e-01"," 4.620205e-01"," 7.700000e+01"," 1.310000e+02"," 2.080000e+02"," 2.410000e+02"," 9.910798e+01"," 9.933438e+01"," 1.134195e+02"," 9.968559e+01"," 1.006213e+02"," 7.000000e+00"," 3.700000e+00"," 4.300000e+00","-9.216590e-02"," 1.966568e-01"," 5.620000e+01"," 2.790698e-01"," 1.417275e+01","-7.272727e-01","-4.561809e+00"," 5.472616e+01"," 4.939842e+01"," 5.327736e+00"," 8.400000e+00"," 6.200000e+00"," 5.800000e+00"," 1.387880e+03"," 5.481000e+01","-5.000000e-01"," 7.600205e-01"," 8.410000e+01"," 8.856497e+10"," 1.058867e+02"
"X2019M09"," 1.740000e+01"," 1.410000e+01"," 1.070000e+01"," 1.750000e+01"," 2.930000e+01"," 1.140000e+01"," 5.600000e+00"," 2.600000e+00"," 4.200000e+00"," 8.200000e+00"," 9.100000e+00"," 6.000000e-01"," 3.400000e+00"," 5.200000e+00","-9.000000e-01"," 7.800000e+00"," 1.000000e+00"," 5.600000e+00","-2.600000e+00"," 1.030273e+02"," 1.007725e+02"," 1.088900e+00","-3.813675e-01","-2.877297e-01"," 5.663497e+00","-1.818512e-02"," 0.000000e+00"," 0.000000e+00","-8.142190e-01"," 0.000000e+00","-2.554061e-02","-8.991589e-01","-1.168907e-01","-2.202883e+00"," 3.084400e-01","-1.163526e+00","-1.667443e+00"," 5.012029e-02","-5.368342e+00","-2.154970e-01","-6.240104e-01"," 1.239816e-01"," 3.700892e-01","-4.296763e-02","-7.244169e-01","-1.532813e+00","-4.000000e-01","-3.000000e-01"," 5.700000e+00"," 0.000000e+00","-9.000000e-01","-1.000000e-01","-2.100000e+00","-1.200000e+00","-1.600000e+00"," 1.000000e-01","-7.300000e+00","-2.000000e-01"," 1.000000e-01","-1.400000e+00","-2.800000e+00","-1.100000e+00","-7.700000e+00","-1.020000e+01"," 3.410000e+01","-4.176000e-01","-4.270000e-01"," 9.962617e-02"," 8.900000e+01"," 1.340000e+02"," 2.230000e+02"," 2.410000e+02"," 9.916505e+01"," 9.941546e+01"," 1.173070e+02"," 9.965265e+01"," 1.005908e+02"," 8.000000e+00"," 3.900000e+00"," 4.700000e+00"," 1.845018e-01"," 1.177625e+00"," 4.990000e+01"," 1.576994e+00"," 1.417275e+01"," 1.007326e+00"," 3.427604e+00"," 5.882142e+01"," 5.193812e+01"," 6.883302e+00"," 8.000000e+00"," 6.000000e+00"," 5.700000e+00"," 1.362410e+03"," 5.695000e+01","-4.300000e-01"," 7.599269e-01"," 8.400000e+01"," 8.881485e+10"," 1.008400e+02"
"X2019M10"," 1.030000e+01"," 1.370000e+01"," 1.290000e+01"," 1.450000e+01"," 2.460000e+01"," 9.100000e+00"," 1.590000e+01"," 4.900000e+00"," 6.500000e+00"," 3.600000e+00"," 1.040000e+01"," 1.000000e+00"," 3.500000e+00"," 5.900000e+00"," 2.000000e-01"," 8.600000e+00"," 2.300000e+00"," 7.900000e+00","-2.500000e+00"," 1.031801e+02"," 1.003545e+02"," 1.115400e+00","-5.468964e-02"," 5.864284e-01"," 2.053991e+00","-2.728265e-02"," 0.000000e+00"," 0.000000e+00","-3.203524e-01"," 0.000000e+00","-1.703142e-01"," 2.243902e-01"," 0.000000e+00"," 1.529477e+00","-6.522549e-02"," 2.431222e+00"," 3.410383e-01"," 0.000000e+00"," 6.892286e-01"," 6.760563e-01"," 4.311153e-01","-1.238281e-01"," 5.294507e-01","-1.678087e-02"," 5.499784e-01"," 4.940343e-01","-1.000000e-01"," 6.000000e-01"," 2.100000e+00","-1.000000e-01"," 2.000000e-01"," 0.000000e+00"," 1.500000e+00"," 2.500000e+00"," 4.000000e-01"," 0.000000e+00"," 8.000000e-01"," 7.000000e-01","-1.000000e-01"," 9.000000e-01"," 7.000000e-01"," 6.000000e-01","-5.200000e+00","-6.100000e+00"," 4.080000e+01","-4.129000e-01","-3.140000e-01"," 2.524750e-01"," 8.900000e+01"," 1.370000e+02"," 2.260000e+02"," 2.410000e+02"," 9.918880e+01"," 9.949191e+01"," 1.163481e+02"," 9.963478e+01"," 1.005590e+02"," 7.800000e+00"," 3.900000e+00"," 4.600000e+00"," 3.683241e-01","-1.939864e-01"," 4.900000e+01"," 1.826484e-01"," 1.417275e+01"," 1.813237e-01","-8.174485e-01"," 6.424274e+01"," 5.714870e+01"," 7.094038e+00"," 8.400000e+00"," 6.000000e+00"," 5.700000e+00"," 1.354320e+03"," 5.396000e+01","-3.100000e-01"," 9.662514e-01"," 8.396667e+01"," 8.900504e+10"," 1.034067e+02"
"X2019M11"," 3.900000e+00"," 5.600000e+00"," 4.100000e+00"," 7.000000e+00"," 2.160000e+01"," 1.310000e+01"," 1.030000e+01"," 4.600000e+00"," 6.200000e+00"," 4.500000e+00"," 9.700000e+00"," 1.000000e-01"," 3.400000e+00"," 6.000000e+00","-1.000000e+00"," 7.200000e+00"," 2.900000e+00"," 8.200000e+00","-3.900000e+00"," 1.024240e+02"," 1.003957e+02"," 1.098200e+00","-7.295942e-02","-1.203035e-01"," 1.629289e+00"," 4.548349e-02"," 0.000000e+00"," 0.000000e+00"," 1.516521e+00"," 0.000000e+00"," 1.706048e-01"," 6.132581e-01"," 3.413302e-01","-1.835114e+00"," 7.645688e-01","-7.870081e-01","-6.136707e-01","-1.001904e-02","-3.273366e+00","-4.383511e-01","-4.012691e-01"," 4.516472e-01"," 3.573780e-01"," 7.916883e-02","-5.231574e-01","-1.075967e+00","-1.000000e-01","-1.000000e-01"," 1.600000e+00"," 1.000000e-01"," 6.000000e-01"," 3.000000e-01","-1.800000e+00","-8.000000e-01","-6.000000e-01"," 0.000000e+00","-5.400000e+00","-5.000000e-01"," 5.000000e-01","-1.100000e+00","-2.100000e+00","-8.000000e-01","-6.000000e+00","-1.020000e+01"," 3.900000e+01","-4.013000e-01","-1.920000e-01"," 2.069811e-01"," 8.800000e+01"," 1.420000e+02"," 2.310000e+02"," 2.410000e+02"," 9.914978e+01"," 9.954752e+01"," 1.191534e+02"," 9.961607e+01"," 1.005255e+02"," 7.300000e+00"," 3.700000e+00"," 4.400000e+00"," 0.000000e+00","-1.166181e+00"," 5.470000e+01","-1.185050e+00"," 1.417275e+01"," 1.809955e-01"," 2.411105e+00"," 6.101816e+01"," 5.495818e+01"," 6.059983e+00"," 8.300000e+00"," 6.000000e+00"," 5.600000e+00"," 1.324280e+03"," 5.703000e+01","-1.900000e-01"," 1.172576e+00"," 8.393333e+01"," 8.919523e+10"," 1.059733e+02"
"X2019M12"," 4.000000e+00"," 1.060000e+01"," 1.020000e+01"," 1.100000e+01"," 2.320000e+01"," 5.100000e+00"," 1.000000e+01"," 1.900000e+00"," 6.300000e+00"," 2.800000e+00"," 9.300000e+00","-1.000000e-01"," 4.200000e+00"," 5.200000e+00","-4.000000e-01"," 5.300000e+00"," 4.700000e+00"," 1.210000e+01","-4.400000e+00"," 1.021953e+02"," 9.983453e+01"," 1.123400e+00","-3.468103e-01","-9.543222e-01","-2.008676e+00","-2.727769e-02"," 0.000000e+00"," 0.000000e+00"," 3.561535e-01"," 0.000000e+00","-2.043771e-01","-1.451238e-01","-1.360676e-01"," 3.441220e-01"," 5.922088e-01","-1.007303e+00"," 1.035433e+00"," 0.000000e+00"," 2.431501e+00"," 3.278689e-01"," 6.558606e-02"," 1.675042e-01","-4.123325e-01"," 1.886442e-02"," 1.155980e-01"," 5.438350e-01","-3.000000e-01","-1.000000e+00","-2.000000e+00","-1.000000e-01","-2.000000e-01","-1.000000e-01"," 4.000000e-01","-1.000000e+00"," 1.000000e+00"," 0.000000e+00"," 3.100000e+00"," 4.000000e-01"," 2.000000e-01"," 4.000000e-01"," 1.000000e+00"," 2.000000e-01","-7.100000e+00","-1.150000e+01"," 4.340000e+01","-3.947000e-01","-1.350000e-01"," 9.810755e-01"," 7.500000e+01"," 1.260000e+02"," 2.010000e+02"," 2.410000e+02"," 9.904950e+01"," 9.958701e+01"," 1.205553e+02"," 9.958257e+01"," 1.004899e+02"," 6.400000e+00"," 3.500000e+00"," 4.000000e+00"," 9.174312e-01","-1.474926e+00"," 5.640000e+01","-1.752768e+00"," 1.417275e+01"," 9.033424e-01"," 1.176581e+00"," 5.788780e+01"," 5.176508e+01"," 6.122717e+00"," 8.000000e+00"," 5.700000e+00"," 4.900000e+00"," 1.349440e+03"," 5.988000e+01","-1.400000e-01"," 1.378900e+00"," 8.390000e+01"," 8.938542e+10"," 1.085400e+02"
"X2020M01"," 7.500000e+00"," 9.800000e+00"," 6.700000e+00"," 1.300000e+01"," 2.420000e+01"," 1.240000e+01"," 1.480000e+01"," 6.400000e+00"," 6.800000e+00"," 1.420000e+01"," 7.800000e+00"," 2.000000e-01"," 7.800000e+00"," 4.800000e+00","-1.800000e+00"," 7.300000e+00"," 6.000000e+00"," 1.320000e+01","-3.500000e+00"," 1.008056e+02"," 9.992024e+01"," 1.105200e+00","-5.952926e-01"," 1.870907e+00","-8.969300e+00","-8.458390e-01"," 0.000000e+00"," 0.000000e+00"," 1.774448e-01"," 2.778593e+00","-6.963051e+00","-1.123922e+00"," 8.467153e-01","-2.409862e-01"," 2.078926e+00","-2.289494e-01","-1.165852e+00"," 8.016032e-02","-2.232064e+00"," 2.128852e+00","-7.771536e-01","-2.596374e+00","-1.599699e+00"," 9.645279e-03","-6.390386e-01","-1.305605e-01","-6.000000e-01"," 1.900000e+00","-9.000000e+00","-1.800000e+00","-1.100000e+00"," 8.000000e-01","-3.000000e-01","-2.000000e-01","-1.100000e+00"," 1.000000e-01","-4.000000e+00"," 2.000000e+00","-2.600000e+00","-1.400000e+00","-9.000000e-01","-1.300000e+00","-8.300000e+00","-1.090000e+01"," 4.360000e+01","-3.911000e-01","-1.700000e-01"," 3.069338e-01"," 7.900000e+01"," 1.340000e+02"," 2.130000e+02"," 2.410000e+02"," 9.889694e+01"," 9.962241e+01"," 1.228292e+02"," 9.952258e+01"," 1.004518e+02"," 7.600000e+00"," 3.800000e+00"," 4.500000e+00"," 6.363636e-01"," 2.495010e+00"," 5.930000e+01"," 2.347418e+00"," 1.417275e+01","-1.074306e+00"," 1.886222e+00"," 5.932449e+01"," 5.348080e+01"," 5.843688e+00"," 8.000000e+00"," 5.600000e+00"," 5.200000e+00"," 1.429530e+03"," 5.752000e+01","-1.700000e-01"," 5.071501e-01"," 8.363333e+01"," 8.876230e+10"," 1.083933e+02"
