"","X27216","X27217","X27218","X27219","X27220","X27221","X27222","X27223","X27224","X27225","X27226","X27227","X27230","X27231","X27232","X27234","X27235","X27236","X27237","X27244","X27246","X27248","X27250","X27255","X27260","X27265","X27270","X27274","X27278","X27282","X27286","X27291","X27296","X27301","X27305","X27310","X27315","X27320","X27325","X27330","X27335","X27339","X27343","X27347","X27351","X27355","X27358","X27362","X27366","X27370","X27386","X27390","X27394","X27401","X27405","X27409","X27413","X27417","X27421","X27424","X27427","X27430","X27435","X27438","X27439","X27440","X27441","X27443","X27593","X27707","X27709","X27713","X27717","X27721","X27816","X28081","X28124","X28128","X28132","X28136","X28138","X28142","X28251","X28258","X28268","X28283","X28290","X28297","X7","X8","X9","X18","X23","X28","X32","X39","X44","X49"
"X1999M06","-1.720000e+01","-2.380000e+01","-4.200000e+00","-4.340000e+01"," 3.800000e+00","-5.330000e+01","-4.670000e+01","-5.380000e+01","-7.300000e+00","-7.060000e+01"," 6.140000e+01","-1.100000e+00"," 3.000000e-01"," 6.800000e+00","-1.480000e+01"," 1.850000e+01","-1.140000e+01"," 2.900000e+00","-1.710000e+01"," 1.009484e+02"," 1.068985e+02"," 1.032800e+00","-1.881468e-01"," 0.000000e+00"," 8.976661e-02"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 8.064516e-02","-1.006036e-01"," 1.831502e-01","-8.873114e-02"," 0.000000e+00","-9.407338e-02","-4.008016e-01"," 0.000000e+00"," 0.000000e+00"," 1.773050e-01"," 1.800180e-01"," 0.000000e+00","-9.771172e-02","-9.250694e-02"," 0.000000e+00"," 4.997823e-02"," 3.035495e-01"," 2.657219e-01","-1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00"," 0.000000e+00","-4.000000e-01"," 0.000000e+00"," 0.000000e+00"," 3.000000e-01"," 0.000000e+00","-2.000000e-01"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00","-6.800000e+00","-4.600000e+00"," 1.650000e+01"," 2.626700e+00"," 4.615210e+00"," 8.826904e-03"," 1.217000e+03"," 9.973742e+01"," 9.960771e+01"," 9.922157e+01"," 9.993669e+01"," 9.917756e+01"," 1.520000e+01"," 1.047120e-01"," 8.989251e+01"," 1.588629e+00"," 1.561000e+02"," 1.533256e+02"," 1.553557e+00"," 1.363886e+02"," 4.946942e+00","-7.322816e-01","-9.728601e-04"," 2.047873e+01"," 1.870877e+01"," 1.769958e+00"," 1.210000e+01"," 6.500000e+00"," 5.600000e+00"," 2.530800e+02"," 1.792000e+01"," 4.620000e+00"," 2.777968e+00"," 7.530000e+01"," 2.440000e+11"," 7.120000e+01"
"X1999M07","-2.530000e+01","-2.540000e+01","-5.500000e+00","-4.540000e+01"," 4.800000e+00","-6.100000e+01","-5.080000e+01","-5.400000e+01","-1.160000e+01","-7.400000e+01"," 5.010000e+01"," 0.000000e+00"," 1.200000e+00"," 5.700000e+00","-1.330000e+01"," 1.900000e+01","-9.400000e+00"," 9.500000e+00","-1.560000e+01"," 1.010830e+02"," 1.071855e+02"," 1.069400e+00","-4.712535e-01"," 1.535836e+00"," 0.000000e+00"," 4.472272e-01"," 3.987241e-01"," 0.000000e+00"," 1.611604e-01"," 1.007049e+00"," 0.000000e+00"," 1.243339e+00"," 5.474453e-01"," 1.977401e+00"," 0.000000e+00"," 9.380863e-02"," 0.000000e+00"," 2.654867e-01"," 4.492363e-01"," 2.732240e-01"," 1.436604e+00"," 2.777778e-01"," 2.667579e-01"," 3.381805e-01"," 1.638936e-01"," 1.766784e-01","-6.000000e-01"," 1.600000e+00"," 0.000000e+00"," 5.000000e-01"," 0.000000e+00"," 6.000000e-01"," 6.000000e-01"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00"," 3.000000e-01"," 4.000000e-01"," 1.500000e+00"," 3.000000e-01"," 3.000000e-01"," 3.000000e-01","-7.700000e+00","-2.000000e+00"," 1.730000e+01"," 2.676500e+00"," 4.937700e+00"," 7.487163e-01"," 1.336000e+03"," 9.997046e+01"," 9.966262e+01"," 9.921107e+01"," 1.001483e+02"," 9.928767e+01"," 1.520000e+01"," 5.230126e-01"," 9.599200e+01"," 7.407407e-01"," 1.544000e+02"," 1.513252e+02"," 5.636071e-01"," 1.383885e+02","-1.993036e+00","-1.957910e+00"," 2.818251e-01"," 2.186426e+01"," 1.762715e+01"," 4.237107e+00"," 1.380000e+01"," 7.700000e+00"," 5.800000e+00"," 2.388100e+02"," 2.010000e+01"," 4.940000e+00"," 2.796943e+00"," 7.553333e+01"," 2.440000e+11"," 7.031333e+01"
"X1999M08","-3.260000e+01","-2.670000e+01"," 1.000000e+00","-5.430000e+01"," 9.800000e+00","-4.200000e+01","-4.910000e+01","-5.000000e+01","-2.210000e+01","-6.770000e+01"," 5.880000e+01"," 2.000000e-01"," 5.000000e-01"," 7.100000e+00","-1.090000e+01"," 1.850000e+01","-6.600000e+00"," 8.400000e+00","-1.740000e+01"," 1.015977e+02"," 1.046720e+02"," 1.057300e+00","-1.893939e-01"," 0.000000e+00"," 8.968610e-02"," 8.904720e-02"," 0.000000e+00"," 8.936550e-02"," 0.000000e+00"," 1.994018e-01"," 9.140768e-02"," 1.754386e-01"," 3.629764e-01"," 8.310249e-01","-5.030181e-01"," 1.874414e-01"," 1.826484e-01"," 1.765225e-01"," 1.788909e-01"," 9.082652e-02"," 4.805002e-01"," 0.000000e+00"," 2.949827e-02"," 1.185307e-01"," 1.972322e-01"," 1.763668e-01","-3.000000e-01"," 0.000000e+00"," 1.000000e-01"," 2.000000e-01"," 0.000000e+00"," 0.000000e+00"," 5.000000e-01","-5.000000e-01"," 1.000000e-01"," 0.000000e+00"," 1.000000e-01"," 3.000000e-01"," 5.000000e-01"," 1.000000e-01"," 1.000000e-01"," 0.000000e+00","-7.600000e+00","-3.200000e+00"," 1.660000e+01"," 2.695000e+00"," 5.134360e+00"," 8.765430e-02"," 1.077000e+03"," 1.001907e+02"," 9.977400e+01"," 9.920685e+01"," 1.003816e+02"," 9.943325e+01"," 1.470000e+01"," 3.121748e-01"," 8.459295e+01"," 6.535948e-01"," 1.270000e+02"," 6.291049e+01"," 3.202562e-01"," 4.669611e+01","-1.152392e+01"," 1.089166e+00","-5.590579e+00"," 1.340222e+01"," 1.172592e+01"," 1.676298e+00"," 1.310000e+01"," 7.300000e+00"," 5.800000e+00"," 2.412200e+02"," 2.128000e+01"," 5.130000e+00"," 2.815918e+00"," 7.576667e+01"," 2.450000e+11"," 6.942667e+01"
"X1999M09","-3.160000e+01","-2.100000e+01"," 8.200000e+00","-5.030000e+01"," 1.180000e+01","-3.890000e+01","-4.800000e+01","-4.520000e+01","-3.900000e+00","-6.920000e+01"," 4.870000e+01"," 1.800000e+00"," 3.400000e+00"," 9.100000e+00","-5.100000e+00"," 1.970000e+01","-9.000000e-01"," 1.050000e+01","-8.900000e+00"," 1.012261e+02"," 1.054942e+02"," 1.066500e+00","-9.487666e-02"," 8.403361e-02"," 1.792115e-01"," 1.156584e+00"," 0.000000e+00"," 0.000000e+00"," 3.218021e-01"," 2.686567e+00"," 0.000000e+00"," 0.000000e+00"," 2.712477e-01"," 1.648352e+00"," 0.000000e+00","-9.354537e-02"," 9.115770e-02"," 1.762115e-01"," 2.678571e-01"," 1.814882e-01"," 2.222908e+00"," 2.770083e-01"," 0.000000e+00"," 6.493118e-02"," 1.005132e-01"," 8.802817e-02"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 1.100000e+00"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00","-1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 3.000000e-01"," 2.100000e+00"," 0.000000e+00"," 1.000000e-01"," 3.000000e-01","-7.700000e+00","-6.000000e+00"," 3.300000e+01"," 2.726700e+00"," 5.281880e+00"," 2.557215e-01"," 1.089000e+03"," 1.004103e+02"," 9.993326e+01"," 9.921214e+01"," 1.006372e+02"," 9.960914e+01"," 1.280000e+01"," 3.112033e-01"," 9.339222e+01"," 4.058442e-01"," 1.467000e+02"," 1.527255e+02"," 8.778931e-01"," 1.307891e+02"," 3.987625e+00"," 1.178347e+00"," 3.541645e+00"," 2.021694e+01"," 2.049013e+01","-2.731920e-01"," 1.280000e+01"," 7.100000e+00"," 5.800000e+00"," 2.807500e+02"," 2.380000e+01"," 5.280000e+00"," 2.834894e+00"," 7.600000e+01"," 2.460000e+11"," 6.854000e+01"
"X1999M10"," 1.900000e+00","-1.290000e+01"," 1.430000e+01","-4.010000e+01"," 2.280000e+01","-4.220000e+01","-4.820000e+01","-4.800000e+01","-5.800000e+00","-7.080000e+01"," 5.360000e+01"," 4.100000e+00"," 3.800000e+00"," 8.100000e+00","-1.800000e+00"," 2.210000e+01","-7.000000e-01"," 1.100000e+01","-5.900000e+00"," 1.018474e+02"," 1.036063e+02"," 1.045300e+00"," 1.899335e-01"," 0.000000e+00"," 6.261181e-01"," 2.638522e-01"," 6.354249e-01"," 0.000000e+00"," 8.019246e-02"," 3.875969e-01"," 9.132420e-02"," 8.756567e-02"," 5.410280e-01"," 3.603604e-01"," 0.000000e+00","-9.363296e-02"," 1.821494e-01"," 2.638522e-01"," 4.452360e-01"," 3.623188e-01"," 3.755019e-01"," 2.762431e-01"," 4.255513e-01"," 3.987145e-01"," 1.405285e-01"," 1.759015e-01"," 3.000000e-01"," 0.000000e+00"," 6.000000e-01"," 2.000000e-01"," 1.000000e-01"," 0.000000e+00"," 6.000000e-01"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 3.000000e-01"," 3.000000e-01"," 3.000000e-01"," 1.000000e-01"," 3.000000e-01","-5.600000e+00"," 2.000000e-01"," 2.340000e+01"," 3.375700e+00"," 5.521220e+00"," 1.242176e-01"," 1.178000e+03"," 1.006331e+02"," 1.001255e+02"," 9.922626e+01"," 1.008853e+02"," 9.980251e+01"," 1.480000e+01"," 4.136505e-01"," 9.759187e+01"," 9.700889e-01"," 1.391000e+02"," 1.539257e+02"," 7.911392e-01"," 1.307891e+02"," 4.093231e+00"," 1.486224e+00","-3.118643e+00"," 2.198326e+01"," 2.029967e+01"," 1.683582e+00"," 1.260000e+01"," 7.000000e+00"," 5.300000e+00"," 2.845600e+02"," 2.269000e+01"," 5.520000e+00"," 2.813210e+00"," 7.616667e+01"," 2.460000e+11"," 7.267333e+01"
"X1999M11"," 8.700000e+00","-1.240000e+01"," 9.100000e+00","-3.400000e+01"," 2.380000e+01","-3.500000e+01","-5.440000e+01","-4.840000e+01","-1.430000e+01","-5.630000e+01"," 5.590000e+01"," 5.200000e+00"," 4.300000e+00"," 6.800000e+00","-1.600000e+00"," 2.400000e+01"," 4.400000e+00"," 1.210000e+01","-7.500000e+00"," 1.009327e+02"," 1.074146e+02"," 1.009700e+00"," 1.895735e-01"," 0.000000e+00"," 2.666667e-01"," 7.017544e-01"," 0.000000e+00"," 3.571429e-01"," 0.000000e+00"," 1.544402e+00"," 3.649635e-01"," 6.999125e-01","-8.968610e-02","-1.077199e+00","-1.314459e+00"," 1.874414e-01"," 1.181818e+00"," 8.771930e-02"," 3.546099e-01"," 1.805054e-01"," 3.803700e-01"," 1.836547e-01"," 1.174612e-01"," 1.608476e-01"," 3.843961e-01"," 3.511853e-01"," 1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 6.000000e-01"," 5.000000e-01"," 3.000000e-01"," 0.000000e+00","-1.500000e+00"," 1.000000e-01"," 1.600000e+00"," 1.000000e-01"," 4.000000e-01"," 5.000000e-01"," 3.000000e-01"," 3.000000e-01"," 1.000000e-01","-5.900000e+00","-4.000000e-01"," 2.720000e+01"," 3.467700e+00"," 5.245810e+00"," 1.527391e-01"," 1.103000e+03"," 1.008505e+02"," 1.003145e+02"," 9.924385e+01"," 1.011008e+02"," 9.999821e+01"," 1.460000e+01"," 1.029866e-01"," 1.076910e+02"," 6.405124e-01"," 1.379000e+02"," 1.528255e+02"," 4.709576e-01"," 1.354887e+02","-3.903953e+00"," 2.204427e+00"," 2.748829e+00"," 2.070741e+01"," 1.996455e+01"," 7.428551e-01"," 1.200000e+01"," 6.500000e+00"," 5.800000e+00"," 2.893500e+02"," 2.500000e+01"," 5.250000e+00"," 2.791527e+00"," 7.633333e+01"," 2.460000e+11"," 7.680667e+01"
"X1999M12"," 7.900000e+00","-5.400000e+00"," 2.300000e+01","-3.380000e+01"," 2.180000e+01","-5.050000e+01","-5.080000e+01","-5.050000e+01","-4.800000e+00","-6.280000e+01"," 5.010000e+01"," 7.000000e+00"," 4.600000e+00"," 3.400000e+00","-8.000000e-01"," 2.530000e+01"," 5.400000e+00"," 1.310000e+01","-6.900000e+00"," 9.998535e+01"," 1.096280e+02"," 1.004600e+00"," 1.892148e-01"," 1.679261e-01"," 1.773050e-01"," 2.613240e-01"," 0.000000e+00"," 8.896797e-02"," 8.012821e-02"," 7.604563e-01"," 0.000000e+00"," 0.000000e+00"," 4.488330e-01"," 2.450091e+00","-5.122951e-01"," 0.000000e+00"," 0.000000e+00","-8.764242e-02"," 0.000000e+00"," 9.009009e-02"," 1.499787e+00"," 1.833181e-01"," 2.933015e-02","-5.648735e-02","-1.040437e-01","-8.748906e-02"," 1.000000e-01"," 0.000000e+00"," 2.000000e-01"," 5.000000e-01"," 0.000000e+00"," 3.000000e-01"," 3.000000e-01","-4.000000e-01"," 0.000000e+00"," 0.000000e+00","-1.000000e-01"," 0.000000e+00"," 1.400000e+00"," 0.000000e+00","-1.000000e-01"," 3.000000e-01","-5.500000e+00","-1.100000e+00"," 2.970000e+01"," 3.446000e+00"," 5.360070e+00"," 1.412594e-01"," 1.214000e+03"," 1.010491e+02"," 1.004778e+02"," 9.926508e+01"," 1.012752e+02"," 1.001828e+02"," 1.330000e+01"," 3.086420e-01"," 1.167903e+02","-1.113763e+00"," 1.353000e+02"," 1.269212e+02","-1.953125e+00"," 1.204900e+02","-1.360723e+00","-1.424078e+00"," 1.235172e+01"," 2.142145e+01"," 2.143390e+01","-1.244633e-02"," 1.110000e+01"," 5.600000e+00"," 5.800000e+00"," 2.895600e+02"," 2.610000e+01"," 5.360000e+00"," 2.769844e+00"," 7.650000e+01"," 2.470000e+11"," 8.094000e+01"
"X2000M01"," 8.500000e+00","-9.400000e+00"," 1.670000e+01","-3.560000e+01"," 2.280000e+01","-1.270000e+01","-3.210000e+01","-1.950000e+01"," 3.670000e+01","-4.080000e+01"," 1.370000e+01"," 9.100000e+00"," 3.200000e+00"," 3.100000e+00"," 5.000000e-01"," 3.000000e+01"," 1.000000e-01"," 1.340000e+01","-6.600000e+00"," 9.998825e+01"," 1.094457e+02"," 9.791000e-01"," 2.832861e-01"," 0.000000e+00"," 0.000000e+00"," 4.344049e-01"," 6.314128e-01"," 0.000000e+00"," 4.003203e-01"," 2.830189e-01"," 0.000000e+00"," 8.688097e-02","-8.936550e-02","-2.657219e-01","-1.029866e-01"," 0.000000e+00"," 0.000000e+00"," 6.140351e-01"," 1.766784e-01"," 1.800180e-01"," 5.128241e-02"," 9.149131e-02"," 4.479651e-01"," 1.688885e-01"," 2.378221e-01"," 2.626970e-01"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00","-1.000000e-01","-1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 6.000000e-01"," 3.000000e-01"," 0.000000e+00"," 1.000000e-01"," 4.000000e-01"," 1.000000e-01","-2.400000e+00"," 1.000000e+00"," 2.270000e+01"," 3.343100e+00"," 5.747970e+00"," 1.378832e-02"," 1.174000e+03"," 1.012139e+02"," 1.005875e+02"," 9.929404e+01"," 1.014178e+02"," 1.003486e+02"," 1.320000e+01"," 5.128205e-01"," 1.215899e+02"," 2.413516e-01"," 1.374000e+02"," 1.321220e+02"," 3.187251e-01"," 1.062911e+02"," 1.366197e+01","-3.680932e+00"," 4.259873e+00"," 1.715630e+01"," 1.784280e+01","-6.864993e-01"," 9.500000e+00"," 4.300000e+00"," 5.000000e+00"," 2.895500e+02"," 2.726000e+01"," 5.750000e+00"," 2.803387e+00"," 7.683333e+01"," 2.470000e+11"," 7.639000e+01"
"X2000M02"," 9.700000e+00","-7.600000e+00"," 1.620000e+01","-3.130000e+01"," 2.680000e+01"," 4.260000e+01"," 4.650000e+01"," 2.360000e+01"," 2.700000e+00","-1.020000e+01"," 1.830000e+01"," 9.000000e+00"," 3.500000e+00"," 2.000000e+00"," 2.800000e+00"," 2.620000e+01"," 5.400000e+00"," 1.570000e+01","-5.800000e+00"," 9.944749e+01"," 1.126884e+02"," 9.714000e-01"," 2.824859e-01"," 0.000000e+00"," 8.849558e-02"," 2.595156e-01"," 0.000000e+00"," 8.000000e-01"," 3.987241e-01"," 2.822201e-01"," 7.272727e-01"," 4.340278e-01"," 6.261181e-01"," 1.509769e+00"," 0.000000e+00"," 9.354537e-02"," 1.796945e-01"," 6.102877e-01"," 5.291005e-01"," 3.593890e-01"," 7.989776e-01"," 1.828154e-01"," 2.313916e-01"," 3.379745e-01"," 5.633883e-01"," 5.240175e-01"," 4.000000e-01"," 0.000000e+00"," 1.000000e-01"," 5.000000e-01"," 7.000000e-01"," 6.000000e-01"," 6.000000e-01"," 0.000000e+00"," 0.000000e+00"," 3.000000e-01"," 6.000000e-01"," 6.000000e-01"," 9.000000e-01"," 4.000000e-01"," 6.000000e-01"," 4.000000e-01","-4.300000e+00","-3.400000e+00"," 2.860000e+01"," 3.536800e+00"," 5.726400e+00"," 9.384536e-02"," 1.240000e+03"," 1.013270e+02"," 1.006077e+02"," 9.933087e+01"," 1.015356e+02"," 1.004921e+02"," 1.490000e+01"," 3.870968e-01"," 1.120907e+02"," 4.815409e-01"," 1.285000e+02"," 1.517253e+02"," 1.032566e+00"," 1.279893e+02","-2.142317e+00","-3.780718e-01"," 1.321036e+01"," 2.041530e+01"," 2.019331e+01"," 2.219857e-01"," 1.090000e+01"," 5.500000e+00"," 5.800000e+00"," 3.050000e+02"," 2.937000e+01"," 5.730000e+00"," 2.836930e+00"," 7.716667e+01"," 2.480000e+11"," 7.184000e+01"
"X2000M03"," 6.000000e+00","-1.190000e+01"," 5.200000e+00","-2.900000e+01"," 2.280000e+01","-1.400000e+00","-1.000000e-01","-8.600000e+00"," 2.490000e+01","-4.800000e+00"," 2.440000e+01"," 1.050000e+01"," 8.300000e+00"," 4.000000e+00"," 6.200000e+00"," 2.930000e+01"," 9.800000e+00"," 1.650000e+01","-4.100000e+00"," 9.877668e+01"," 1.149556e+02"," 9.553000e-01"," 3.755869e-01"," 8.382230e-02"," 1.768347e-01"," 7.765315e-01"," 0.000000e+00"," 0.000000e+00"," 9.531374e-01"," 1.969981e+00"," 0.000000e+00"," 8.643042e-02"," 8.000000e-01"," 3.849519e+00","-9.278351e-01","-9.345794e-02"," 0.000000e+00"," 3.466205e-01"," 8.771930e-02"," 2.685765e-01"," 2.766783e+00"," 5.474453e-01"," 0.000000e+00"," 2.839147e-02"," 9.853237e-02"," 8.688097e-02"," 3.000000e-01"," 2.000000e-01"," 1.000000e-01"," 8.000000e-01"," 0.000000e+00"," 3.000000e-01"," 9.000000e-01","-1.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 1.000000e-01"," 2.700000e+00"," 1.000000e-01"," 0.000000e+00"," 3.000000e-01","-5.300000e+00","-3.100000e+00"," 3.700000e+01"," 3.747000e+00"," 5.576850e+00","-6.066796e-02"," 1.247000e+03"," 1.014024e+02"," 1.005629e+02"," 9.936920e+01"," 1.016324e+02"," 1.006136e+02"," 1.490000e+01"," 5.141388e-01"," 1.147904e+02"," 8.785942e-01"," 1.406000e+02"," 1.675279e+02"," 1.100629e+00"," 1.438880e+02","-2.349389e-01"," 7.590133e-01"," 5.269800e+00"," 2.335543e+01"," 2.249851e+01"," 8.569205e-01"," 1.050000e+01"," 5.200000e+00"," 6.000000e+00"," 2.892200e+02"," 2.984000e+01"," 5.580000e+00"," 2.870474e+00"," 7.750000e+01"," 2.480000e+11"," 6.729000e+01"
"X2000M04"," 7.000000e-01","-1.290000e+01"," 8.600000e+00","-3.450000e+01"," 2.080000e+01"," 1.140000e+01"," 4.150000e+01"," 1.040000e+01"," 1.680000e+01"," 1.090000e+01"," 2.180000e+01"," 1.030000e+01"," 8.200000e+00"," 3.100000e+00"," 4.900000e+00"," 2.910000e+01"," 5.200000e+00"," 2.010000e+01","-3.700000e+00"," 9.809157e+01"," 1.173115e+02"," 9.085000e-01"," 4.677268e-01"," 0.000000e+00"," 3.530450e-01"," 2.568493e-01"," 5.490196e-01"," 0.000000e+00"," 1.022817e+00","-5.519779e-01"," 9.025271e-02"," 4.317789e-01","-4.409171e-01","-1.937658e+00","-3.121748e-01"," 9.354537e-02"," 0.000000e+00"," 2.590674e-01","-2.629273e-01"," 8.928571e-02","-1.145607e+00"," 9.074410e-02"," 3.893207e-01"," 1.175582e-01"," 4.627759e-02"," 8.680556e-02"," 4.000000e-01"," 0.000000e+00"," 4.000000e-01"," 2.000000e-01"," 1.000000e-01"," 7.000000e-01","-4.000000e-01","-3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 3.000000e-01","-7.000000e-01","-1.100000e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00","-4.800000e+00","-4.000000e-01"," 2.500000e+01"," 3.925300e+00"," 5.465690e+00"," 5.946840e-01"," 1.224000e+03"," 1.014397e+02"," 1.004895e+02"," 9.940455e+01"," 1.017013e+02"," 1.007189e+02"," 1.410000e+01"," 0.000000e+00"," 9.659195e+01"," 7.917656e-01"," 1.307000e+02"," 1.391232e+02"," 8.553655e-01"," 1.159903e+02","-2.078458e+00"," 5.649718e-01","-8.300678e+00"," 1.808310e+01"," 1.802769e+01"," 5.541337e-02"," 1.050000e+01"," 5.100000e+00"," 5.800000e+00"," 3.018200e+02"," 2.572000e+01"," 5.470000e+00"," 2.792320e+00"," 7.776667e+01"," 2.490000e+11"," 6.851667e+01"
"X2000M05"," 4.900000e+00","-5.000000e+00"," 1.480000e+01","-2.490000e+01"," 2.080000e+01"," 2.910000e+01"," 6.260000e+01"," 2.640000e+01"," 3.280000e+01"," 4.110000e+01"," 1.240000e+01"," 1.150000e+01"," 8.000000e+00"," 8.000000e-01"," 8.400000e+00"," 2.680000e+01"," 9.900000e+00"," 2.270000e+01","-1.600000e+00"," 9.767175e+01"," 1.222371e+02"," 9.303000e-01"," 1.862197e-01"," 8.375209e-02"," 8.795075e-02"," 9.393681e-01"," 0.000000e+00"," 2.645503e-01"," 7.788162e-01"," 2.220167e+00"," 3.606853e-01"," 1.719690e-01"," 7.085917e-01"," 1.632302e+00"," 0.000000e+00"," 0.000000e+00"," 1.793722e-01"," 1.722653e-01"," 1.757469e-01"," 3.568243e-01"," 1.970343e+00"," 3.626473e-01"," 7.665359e-02"," 2.516765e-01"," 3.832526e-01"," 3.469211e-01"," 3.000000e-01"," 0.000000e+00"," 1.000000e-01"," 1.100000e+00"," 4.000000e-01"," 3.000000e-01"," 7.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 1.000000e-01"," 3.000000e-01"," 1.900000e+00"," 3.000000e-01"," 3.000000e-01"," 4.000000e-01","-6.700000e+00","-5.600000e+00"," 3.220000e+01"," 4.362000e+00"," 5.664720e+00"," 3.828708e-01"," 1.047000e+03"," 1.014492e+02"," 1.004138e+02"," 9.943930e+01"," 1.017335e+02"," 1.008168e+02"," 1.390000e+01"," 5.115090e-01"," 9.779185e+01"," 5.498822e-01"," 1.362000e+02"," 1.664277e+02"," 9.252120e-01"," 1.419882e+02"," 1.116391e+00"," 1.872659e-01"," 2.205689e+00"," 2.053692e+01"," 2.101663e+01","-4.797132e-01"," 9.000000e+00"," 4.700000e+00"," 5.400000e+00"," 2.935600e+02"," 2.879000e+01"," 5.670000e+00"," 2.714166e+00"," 7.803333e+01"," 2.490000e+11"," 6.974333e+01"
"X2000M06"," 4.400000e+00","-6.700000e+00"," 1.270000e+01","-2.610000e+01"," 2.180000e+01","-1.800000e+00"," 1.930000e+01","-1.270000e+01","-7.000000e-01"," 6.600000e+00"," 5.550000e+01"," 1.040000e+01"," 7.300000e+00"," 2.000000e+00"," 6.800000e+00"," 2.660000e+01"," 7.800000e+00"," 2.120000e+01","-4.100000e+00"," 9.889955e+01"," 1.168098e+02"," 9.556000e-01"," 9.293680e-02"," 0.000000e+00"," 8.787346e-02"," 8.460237e-02"," 0.000000e+00"," 0.000000e+00"," 3.091190e-01"," 2.714932e-01"," 0.000000e+00"," 8.583691e-02"," 9.674582e-01"," 3.381234e+00"," 0.000000e+00"," 1.869159e-01"," 0.000000e+00"," 5.159071e-01"," 8.771930e-02"," 2.666667e-01"," 1.588656e+00"," 2.710027e-01"," 0.000000e+00"," 1.858747e-01"," 1.960270e-01"," 1.728608e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 0.000000e+00"," 0.000000e+00"," 1.000000e-01"," 1.000000e+00"," 0.000000e+00"," 4.000000e-01"," 0.000000e+00"," 4.000000e-01"," 1.000000e-01"," 1.700000e+00"," 3.000000e-01"," 3.000000e-01"," 3.000000e-01","-6.000000e+00","-1.700000e+00"," 3.350000e+01"," 4.501700e+00"," 5.509640e+00"," 3.644091e-01"," 1.114000e+03"," 1.014470e+02"," 1.003698e+02"," 9.946859e+01"," 1.017484e+02"," 1.009178e+02"," 1.380000e+01"," 3.816794e-01"," 9.899175e+01","-1.562500e-01"," 1.433000e+02"," 1.631272e+02","-2.291826e-01"," 1.413882e+02","-1.116600e+01"," 9.345794e-02"," 1.777646e+00"," 2.128969e+01"," 2.123186e+01"," 5.783565e-02"," 7.600000e+00"," 4.400000e+00"," 4.700000e+00"," 3.005900e+02"," 3.182000e+01"," 5.510000e+00"," 2.636012e+00"," 7.830000e+01"," 2.500000e+11"," 7.097000e+01"
"X2000M07"," 5.100000e+00","-5.300000e+00"," 2.600000e+00","-1.310000e+01"," 2.180000e+01"," 1.700000e+00","-8.800000e+00","-2.340000e+01"," 3.830000e+01","-9.300000e+00"," 6.320000e+01"," 1.120000e+01"," 8.300000e+00"," 3.000000e+00"," 5.400000e+00"," 3.110000e+01"," 1.030000e+01"," 2.380000e+01","-3.400000e+00"," 9.859421e+01"," 1.181884e+02"," 9.243000e-01","-1.857010e-01"," 1.673640e-01"," 0.000000e+00"," 9.298394e-01"," 6.240250e-01"," 1.759015e-01"," 7.704160e-02"," 1.624549e+00"," 8.984726e-02"," 5.145798e-01"," 4.355401e-01"," 1.144726e+00"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 2.566296e-01"," 8.764242e-02"," 1.773050e-01"," 1.417729e+00"," 2.702703e-01"," 4.939369e-01"," 1.433103e-01"," 1.295776e-01"," 1.725626e-01","-1.000000e-01"," 2.000000e-01"," 0.000000e+00"," 9.000000e-01"," 1.000000e-01"," 4.000000e-01"," 3.000000e-01"," 0.000000e+00"," 0.000000e+00"," 0.000000e+00"," 4.000000e-01"," 1.000000e-01"," 1.300000e+00"," 1.000000e-01"," 1.000000e-01"," 3.000000e-01","-5.400000e+00"," 2.800000e+00"," 2.980000e+01"," 4.582900e+00"," 5.591310e+00","-3.274605e-01"," 1.207000e+03"," 1.014311e+02"," 1.003580e+02"," 9.949121e+01"," 1.017607e+02"," 1.010332e+02"," 1.400000e+01"," 1.267427e-01"," 1.008916e+02","-7.824726e-01"," 1.383000e+02"," 1.563261e+02","-7.656968e-01"," 1.349888e+02"," 1.282019e+01"," 3.734827e-01"," 1.929762e+00"," 2.230951e+01"," 1.956898e+01"," 2.740539e+00"," 6.600000e+00"," 3.600000e+00"," 4.200000e+00"," 2.986700e+02"," 2.970000e+01"," 5.590000e+00"," 2.487357e+00"," 7.820000e+01"," 2.500000e+11"," 7.036667e+01"
